"","year","gross","budget","genres1","genres2","genres3","genres4","genres5","genres6"
"2753",2009,NA,1.5e+07,"Biography",NA,NA,NA,NA,NA
"2754",2000,NA,1.5e+07,"Action","Crime","Drama","Thriller",NA,NA
"2755",1993,70906973,14600000,"Biography","Drama",NA,NA,NA,NA
"2756",2015,66009973,14800000,"Comedy","Fantasy","Romance",NA,NA,NA
"2757",1996,46338728,14500000,"Comedy","Drama","Music",NA,NA,NA
"2758",2010,7691700,1e+07,"Drama","Romance",NA,NA,NA,NA
"2759",2014,NA,14500000,"Drama","War",NA,NA,NA,NA
"2760",1992,101157447,14400000,"Drama","Family","Music",NA,NA,NA
"2761",2005,74205,14200000,"Drama","Western",NA,NA,NA,NA
"2762",2008,141319195,1.5e+07,"Drama",NA,NA,NA,NA,NA
"2763",1987,156645693,1.4e+07,"Drama","Romance",NA,NA,NA,NA
"2764",1990,178406268,1.4e+07,"Drama","Romance","Thriller",NA,NA,NA
"2765",NA,NA,NA,"Comedy","Romance",NA,NA,NA,NA
"2766",1988,109306210,15800000,"Comedy",NA,NA,NA,NA,NA
"2767",2015,NA,1.5e+07,"Action","Adventure","Comedy",NA,NA,NA
"2768",1989,70001698,1.4e+07,"Action","Crime","Drama","Mystery","Thriller",NA
"2769",1993,68856263,1.5e+07,"Biography","Drama","War",NA,NA,NA
"2770",2009,51527787,1.5e+07,"Adventure","Comedy","Family","Sport",NA,NA
"2771",2012,49122319,1.4e+07,"Horror","Thriller",NA,NA,NA,NA
"2772",1982,NA,1.4e+07,"Horror","Thriller",NA,NA,NA,NA
"2773",2007,61356221,1.4e+07,"Action","Adventure","Drama",NA,NA,NA
"2774",1977,46800000,1.4e+07,"Drama","Music","Romance",NA,NA,NA
"2775",NA,NA,NA,"Action","Adventure","Sci-Fi","Thriller",NA,NA
"2776",1998,38048637,1.4e+07,"Documentary",NA,NA,NA,NA,NA
"2777",1988,34700000,1.4e+07,"Horror","Mystery","Thriller",NA,NA,NA
"2778",2012,35010192,NA,"Drama","Romance",NA,NA,NA,NA
"2779",1991,34793160,1.4e+07,"Comedy","Drama","Romance",NA,NA,NA
"2780",1999,30628981,1.4e+07,"Adventure","Drama",NA,NA,NA,NA
"2781",2011,29959436,1.3e+07,"Comedy","Romance",NA,NA,NA,NA
"2782",2002,25571351,1.4e+07,"Biography","Drama","History",NA,NA,NA
"2783",1993,27515786,1.4e+07,"Adventure","Animation","Comedy","Drama","Family","Musical"
"2784",2002,25482931,1.4e+07,"Drama","Romance",NA,NA,NA,NA
"2785",1995,19900000,2e+07,"Action","Comedy","Crime","Thriller",NA,NA
"2786",1977,NA,1.4e+07,"Comedy","Fantasy","Horror","Romance",NA,NA
"2787",2005,16298046,1.4e+07,"Horror",NA,NA,NA,NA,NA
"2788",2003,15549702,1.4e+07,"Horror","Mystery","Thriller",NA,NA,NA
"2789",2009,15483540,1.4e+07,"Comedy","Romance",NA,NA,NA,NA
"2790",2010,20246959,1.4e+07,"Adventure","Mystery","Thriller",NA,NA,NA
"2791",1998,15062898,1.4e+07,"Comedy","Romance",NA,NA,NA,NA
"2792",1999,14348123,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2793",1996,15171475,8500000,"Comedy","Drama","War",NA,NA,NA
"2794",1977,NA,1.4e+07,"Fantasy","Horror",NA,NA,NA,NA
"2795",1994,13640000,1.4e+07,"Drama","Music","Musical","Romance",NA,NA
"2796",2007,12550242,NA,"Comedy","Drama",NA,NA,NA,NA
"2797",2001,12610731,1.1e+07,"Comedy","Drama","Romance",NA,NA,NA
"2798",2002,47811275,1.5e+07,"Action","Horror","Sci-Fi","Thriller",NA,NA
"2799",2006,11204499,1.4e+07,"Adventure","Comedy","Family",NA,NA,NA
"2800",2001,10397365,1.4e+07,"Drama","History",NA,NA,NA,NA
"2801",2012,9402410,1.4e+07,"Comedy","Mystery","Romance",NA,NA,NA
"2802",2007,5990075,NA,"Adventure","Comedy",NA,NA,NA,NA
"2803",2006,5459824,2.6e+07,"Biography","Drama",NA,NA,NA,NA
"2804",2000,5108820,2.4e+07,"Drama","Romance",NA,NA,NA,NA
"2805",1999,4741987,1.4e+07,"Drama","Mystery","Thriller",NA,NA,NA
"2806",2006,4291965,1.4e+07,"Drama",NA,NA,NA,NA,NA
"2807",2001,3100650,1.4e+07,"Biography","Drama","History",NA,NA,NA
"2808",1995,2474000,1.4e+07,"Drama","Horror","Mystery","Thriller",NA,NA
"2809",2008,2656324,NA,"Biography","Drama","History","Romance",NA,NA
"2810",1978,1e+06,1.4e+07,"Comedy","Romance",NA,NA,NA,NA
"2811",2014,3958500,8200000,"Action","Adventure","History",NA,NA,NA
"2812",2009,403649,NA,"Biography","Drama","History",NA,NA,NA
"2813",2002,274299,1.03e+08,"Drama","Romance",NA,NA,NA,NA
"2814",2010,NA,1.2e+07,"Biography","Crime","Drama","War",NA,NA
"2815",2008,183088,1.5e+07,"Action",NA,NA,NA,NA,NA
"2816",2011,46495,1.4e+07,"Comedy","Drama","War",NA,NA,NA
"2817",2009,NA,NA,"Drama",NA,NA,NA,NA,NA
"2818",2010,1752214,1.4e+07,"Comedy","Horror",NA,NA,NA,NA
"2819",2005,83025853,1.4e+07,"Comedy","Drama","Romance",NA,NA,NA
"2820",2014,190871240,1.25e+08,"Drama","Romance",NA,NA,NA,NA
"2821",1995,56631572,1.2e+07,"Action","Adventure","Comedy","Sci-Fi",NA,NA
"2822",2002,15854988,13500000,"Comedy","Romance",NA,NA,NA,NA
"2823",2015,12282677,1.4e+07,"Drama","Romance",NA,NA,NA,NA
"2824",NA,447093,NA,"Comedy","Sci-Fi",NA,NA,NA,NA
"2825",2000,7060876,13500000,"Drama",NA,NA,NA,NA,NA
"2826",2012,14989761,1.5e+07,"Biography","Drama",NA,NA,NA,NA
"2827",2001,687081,NA,"Comedy","Crime",NA,NA,NA,NA
"2828",NA,NA,NA,"Crime","Drama","Music","Mystery","Thriller",NA
"2829",2004,5501940,13500000,"Action","Crime","Drama","Thriller",NA,NA
"2830",2004,2086345,1e+07,"Biography","Drama","History","War",NA,NA
"2831",2013,2605039,NA,"Biography","Drama","Romance",NA,NA,NA
"2832",1987,123922370,1.3e+07,"Drama","Horror","Sci-Fi","Thriller",NA,NA
"2833",2010,163591,13400000,"Biography","Comedy","Drama","War",NA,NA
"2834",2011,73000942,1.3e+07,"Comedy",NA,NA,NA,NA,NA
"2835",2010,106952327,1.3e+07,"Documentary","Music",NA,NA,NA,NA
"2836",2014,58607007,1e+08,"Drama","Thriller",NA,NA,NA,NA
"2837",1974,57300000,1.3e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"2838",2001,91038276,1.3e+07,"Crime","Drama",NA,NA,NA,NA
"2839",1988,49369900,7e+06,"Drama","Music","Romance",NA,NA,NA
"2840",2016,61693523,1.3e+07,"Fantasy","Horror","Thriller",NA,NA,NA
"2841",2000,46729374,1.3e+07,"Drama",NA,NA,NA,NA,NA
"2842",1988,44726644,1.3e+07,"Comedy","Mystery",NA,NA,NA,NA
"2843",2014,44134898,1.3e+07,"Action","Crime","Drama","Thriller","Western",NA
"2844",2014,48637684,12500000,"Comedy","Drama",NA,NA,NA,NA
"2845",1999,38176108,1.6e+07,"Comedy","Romance",NA,NA,NA,NA
"2846",2002,28972187,1.3e+07,"Comedy","Drama","Romance",NA,NA,NA
"2847",1993,27979400,8200000,"Comedy",NA,NA,NA,NA,NA
"2848",2016,54257433,1.7e+07,"Action","Comedy","Crime",NA,NA,NA
"2849",2004,23947,1.3e+07,"Drama","Horror","Thriller",NA,NA,NA
"2850",2000,60008303,1.3e+07,"Sci-Fi","Thriller",NA,NA,NA,NA
"2851",2007,49121934,1.3e+07,"Adventure","Comedy","Family",NA,NA,NA
"2852",1999,27141959,1.8e+07,"Comedy","Drama","Romance",NA,NA,NA
"2853",1998,27052167,1.3e+07,"Comedy","Crime","Family","Sci-Fi",NA,NA
"2854",1996,26539321,1.3e+07,"Action","Comedy","Crime","Thriller",NA,NA
"2855",1990,28501605,1.3e+07,"Comedy","Drama","Family",NA,NA,NA
"2856",2014,52543632,13200000,"Fantasy","Horror",NA,NA,NA,NA
"2857",2007,25592632,1.8e+07,"Crime","Thriller",NA,NA,NA,NA
"2858",2015,25440971,1.5e+07,"Horror",NA,NA,NA,NA,NA
"2859",1999,22858926,1.3e+07,"Drama","Mystery","Sci-Fi","Thriller",NA,NA
"2860",2001,22235901,6e+06,"Comedy","Drama","Fantasy",NA,NA,NA
"2861",2014,38916903,1.3e+07,"Comedy","Romance",NA,NA,NA,NA
"2862",2001,16929123,1.4e+07,"Adventure","Family","Sci-Fi",NA,NA,NA
"2863",2006,13753931,1.9e+07,"Drama","Romance",NA,NA,NA,NA
"2864",2006,10996440,1.3e+07,"Drama","History","War",NA,NA,NA
"2865",1998,8026971,1.3e+07,"Adventure","Drama","Sci-Fi",NA,NA,NA
"2866",2015,14677654,1.3e+07,"Comedy","Romance",NA,NA,NA,NA
"2867",1998,9975684,1.3e+07,"Drama",NA,NA,NA,NA,NA
"2868",1994,7881335,1.3e+07,"Comedy",NA,NA,NA,NA,NA
"2869",1999,6241697,1.3e+07,"Comedy","Crime","Thriller",NA,NA,NA
"2870",NA,NA,NA,"Comedy",NA,NA,NA,NA,NA
"2871",1999,5871603,1.3e+07,"Action","Crime","Mystery","Thriller",NA,NA
"2872",1998,16574731,1.3e+07,"Drama","Thriller",NA,NA,NA,NA
"2873",2001,5002310,1.3e+07,"Drama","Music",NA,NA,NA,NA
"2874",2001,4919896,1.3e+07,"Adventure","Comedy","Romance","Sci-Fi",NA,NA
"2875",2013,25675765,1.3e+07,"Comedy","Crime","Thriller",NA,NA,NA
"2876",2006,4857376,1.3e+07,"Comedy",NA,NA,NA,NA,NA
"2877",2007,3169424,1.3e+07,"Comedy","Drama","Romance",NA,NA,NA
"2878",2013,18004225,1.3e+07,"Drama","Sport",NA,NA,NA,NA
"2879",2000,3058380,1e+08,"Comedy","Drama","Romance",NA,NA,NA
"2880",2009,3074838,1.1e+07,"Drama","Romance",NA,NA,NA,NA
"2881",1996,2104000,1.3e+07,"Drama","Mystery","Romance","Thriller",NA,NA
"2882",2009,28501651,2.6e+07,"Comedy","Crime","Drama",NA,NA,NA
"2883",2006,1172769,1.3e+07,"Drama","Thriller",NA,NA,NA,NA
"2884",2012,17738570,1.3e+07,"Biography","Comedy","Crime","Drama",NA,NA
"2885",1993,1200000,3e+06,"Drama","Romance",NA,NA,NA,NA
"2886",2006,1150403,1.3e+07,"Action",NA,NA,NA,NA,NA
"2887",2000,403932,2e+07,"Biography","Crime","Drama",NA,NA,NA
"2888",2015,1712111,8495000,"Drama","Romance","Western",NA,NA,NA
"2889",2011,1024175,1.3e+07,"Horror","Thriller",NA,NA,NA,NA
"2890",2011,301305,1.3e+07,"Action","Comedy","Sci-Fi","Thriller",NA,NA
"2891",2013,51872378,1.3e+07,"Drama","Romance","War",NA,NA,NA
"2892",2016,31662,12620000,"Crime","Thriller",NA,NA,NA,NA
"2893",2002,28399192,1.3e+07,"Action","Drama","History","War",NA,NA
"2894",2009,2035566,1.3e+07,"Action","Adventure","Comedy","Family",NA,NA
"2895",1981,NA,12500000,"Biography","Comedy","Crime","Drama","Romance",NA
"2896",2002,21078145,12500000,"Adventure","Drama","History",NA,NA,NA
"2897",2002,14060950,12500000,"Biography","Drama",NA,NA,NA,NA
"2898",1993,12281500,1.3e+07,"Drama",NA,NA,NA,NA,NA
"2899",2010,NA,3660000,"Action","Crime","Drama","Romance","Thriller",NA
"2900",1992,10725228,12500000,"Drama","Romance","Sci-Fi",NA,NA,NA
"2901",2010,214966,1.3e+07,"Crime","Drama","Mystery",NA,NA,NA
"2902",1982,NA,1.8e+07,"Crime","Drama","Thriller",NA,NA,NA
"2903",2009,11956207,1.6e+07,"Fantasy","Horror","Thriller",NA,NA,NA
"2904",1937,NA,NA,"Horror","Mystery",NA,NA,NA,NA
"2905",2007,5949693,1.2e+07,"Adventure","Drama","Romance",NA,NA,NA
"2906",2008,9030581,12500000,"Comedy","Drama","Romance",NA,NA,NA
"2907",2000,4157491,12800000,"Drama","War",NA,NA,NA,NA
"2908",1997,1508689,1.6e+07,"Crime","Drama","Musical",NA,NA,NA
"2909",1996,1227324,12500000,"Drama","Romance",NA,NA,NA,NA
"2910",2009,4360548,1.5e+07,"Crime","Drama",NA,NA,NA,NA
"2911",2010,26589953,10500000,"Comedy","Drama","Romance",NA,NA,NA
"2912",2010,1039869,1.5e+07,"Action","Crime","Thriller",NA,NA,NA
"2913",1988,48092846,12500000,"Biography","Comedy","Crime","Drama",NA,NA
"2914",2004,1110186,12800000,"Adventure","Animation","Family",NA,NA,NA
"2915",2009,1089445,12500000,"Action","Drama","War",NA,NA,NA
"2916",1973,204565000,8e+06,"Comedy","Drama","Family","Sport",NA,NA
"2917",1975,2.6e+08,8e+06,"Horror",NA,NA,NA,NA,NA
"2918",1999,101736215,1.1e+07,"Adventure","Drama","Thriller",NA,NA,NA
"2919",2012,71442,9600000,"Comedy",NA,NA,NA,NA,NA
"2920",1986,79817937,2.5e+07,"Animation","Comedy","Crime","Drama","Family",NA
"2921",2012,91547205,1.2e+07,"Action","Adventure","Comedy","Fantasy","Mystery",NA
"2922",2002,75074950,1.2e+07,"Comedy","Romance",NA,NA,NA,NA
"2923",1982,78900000,1.1e+07,"Comedy","Drama",NA,NA,NA,NA
"2924",1994,72217000,1.2e+07,"Action","Adventure","Sci-Fi",NA,NA,NA
"2925",1983,79568000,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2926",1985,65500000,1.2e+07,"Sci-Fi","Thriller",NA,NA,NA,NA
"2927",2012,70011073,1.2e+07,"Crime","Drama","Romance","Thriller",NA,NA
"2928",2006,65269010,1.2e+07,"Action","Adventure","Drama","Thriller","War",NA
"2929",1996,63071133,1.2e+07,"Crime","Drama","Music","Romance",NA,NA
"2930",1997,39647595,1.2e+07,"Adventure","Animation","Comedy","Crime",NA,NA
"2931",2008,38087366,1.2e+07,"Crime","Thriller",NA,NA,NA,NA
"2932",2012,64572496,1.2e+07,"Adventure","Comedy",NA,NA,NA,NA
"2933",1983,30400000,1.2e+07,"Drama","Sci-Fi","Thriller",NA,NA,NA
"2934",1981,42365600,5e+06,"Drama","Musical","Romance",NA,NA,NA
"2935",2002,37188667,1.2e+07,"Adventure","Comedy","Fantasy","Sci-Fi",NA,NA
"2936",2012,54724272,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"2937",1970,NA,1.2e+07,"Comedy","Crime",NA,NA,NA,NA
"2938",2002,31597131,1.2e+07,"Biography","Drama","War",NA,NA,NA
"2939",2008,31691811,1.2e+07,"Drama","Thriller",NA,NA,NA,NA
"2940",2008,31397498,1.2e+07,"Horror","Sci-Fi","Thriller",NA,NA,NA
"2941",2004,31179516,1.2e+07,"Horror","Mystery",NA,NA,NA,NA
"2942",2001,31155435,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2943",1992,27281507,1.2e+07,"Comedy","Fantasy",NA,NA,NA,NA
"2944",2006,167007184,1.5e+08,"Comedy","Drama","Family","Fantasy","Musical",NA
"2945",2002,25776062,1.2e+07,"Action","Adventure","Thriller",NA,NA,NA
"2946",2012,25240988,1.2e+07,"Biography","Drama","Romance",NA,NA,NA
"2947",2014,124868837,1.2e+07,"Documentary","Music",NA,NA,NA,NA
"2948",1998,22905674,1.2e+07,"Drama","Romance",NA,NA,NA,NA
"2949",2014,25277561,1.2e+07,"Crime","Drama",NA,NA,NA,NA
"2950",1979,NA,1.2e+07,"Comedy","Romance",NA,NA,NA,NA
"2951",1999,21133087,1.2e+07,"Horror","Sci-Fi",NA,NA,NA,NA
"2952",NA,NA,NA,"Horror","Mystery","Thriller",NA,NA,NA
"2953",2013,37707719,1.2e+07,"Action","Adventure","Biography","Drama","History",NA
"2954",2005,18761993,9e+06,"Biography","Drama",NA,NA,NA,NA
"2955",1978,NA,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"2956",2006,18595716,1.2e+07,"Drama","Thriller",NA,NA,NA,NA
"2957",2015,31990064,1.2e+07,"Comedy","Family","Fantasy","Romance",NA,NA
"2958",2004,17321573,NA,"Drama","Mystery","Romance",NA,NA,NA
"2959",2013,17613460,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2960",1995,21088568,1.3e+07,"Adventure","Comedy","Drama",NA,NA,NA
"2961",2001,17292381,1.2e+07,"Action","Fantasy","Horror","Thriller",NA,NA
"2962",2011,16300302,1.2e+07,"Comedy","Crime","Family",NA,NA,NA
"2963",2006,27829874,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"2964",1997,13960203,NA,"Action","Crime","Thriller",NA,NA,NA
"2965",1998,12902790,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2966",2010,21520719,NA,"Comedy","Drama","Romance",NA,NA,NA
"2967",2008,12796277,NA,"Comedy","Romance","Sport",NA,NA,NA
"2968",1981,NA,1.2e+07,"Drama","Romance",NA,NA,NA,NA
"2969",2003,11634362,NA,"Crime","Drama","Romance","Thriller",NA,NA
"2970",1981,11433134,1.4e+07,"Biography","Drama","Romance",NA,NA,NA
"2971",2004,22406362,1.07e+08,"Adventure","Drama","Thriller","War",NA,NA
"2972",2002,10198766,1.2e+07,"Drama","History","War","Western",NA,NA
"2973",2013,15294553,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2974",2004,11041228,1e+08,"Drama","Fantasy","Romance",NA,NA,NA
"2975",2012,7918283,1.2e+07,"Action","Adventure","Drama","Romance",NA,NA
"2976",2015,22331028,1.2e+07,"Drama","Thriller",NA,NA,NA,NA
"2977",2008,8134217,1.2e+07,"Sci-Fi","Thriller",NA,NA,NA,NA
"2978",2000,6982680,1e+07,"Biography","Drama","Music",NA,NA,NA
"2979",1992,6739141,8e+06,"Comedy","Crime",NA,NA,NA,NA
"2980",2006,5542025,1.2e+07,"Action","Crime","Sci-Fi","Thriller",NA,NA
"2981",1998,5032496,1.2e+07,"Comedy",NA,NA,NA,NA,NA
"2982",2006,6754898,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"2983",2003,4922166,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"2984",1996,4903000,1.2e+07,"Comedy","Musical","Romance",NA,NA,NA
"2985",2003,4717455,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"2986",2008,3148482,1.2e+07,"Mystery","Thriller",NA,NA,NA,NA
"2987",2001,2326407,1.2e+07,"Drama","Romance",NA,NA,NA,NA
"2988",2006,2201412,10500000,"Drama",NA,NA,NA,NA,NA
"2989",1981,NA,1.2e+07,"Comedy","Drama","Horror","Sci-Fi",NA,NA
"2990",1999,2060953,1.2e+07,"Adventure","Crime","Thriller",NA,NA,NA
"2991",2007,3950294,1.2e+07,"Fantasy","Horror","Thriller",NA,NA,NA
"2992",2013,2835886,9200000,"Comedy","Drama","Romance",NA,NA,NA
"2993",2002,1779284,1.2e+07,"Drama",NA,NA,NA,NA,NA
"2994",2013,1702277,1.2e+07,"Comedy","Drama",NA,NA,NA,NA
"2995",2004,261481,1.2e+07,"Drama","Thriller",NA,NA,NA,NA
"2996",2007,1506998,1.2e+07,"Drama","Romance","Sci-Fi",NA,NA,NA
"2997",2005,860002,1.2e+07,"Crime","Drama","Romance",NA,NA,NA
"2998",2009,548934,1.2e+07,"Adventure","Drama","Family",NA,NA,NA
"2999",2000,447750,1e+07,"Drama","Mystery","Romance",NA,NA,NA
"3000",2002,333976,1.2e+07,"Crime","Drama","Thriller",NA,NA,NA
"3001",1997,141853,1.2e+07,"Comedy","Crime",NA,NA,NA,NA
"3002",2007,303439,8e+06,"Comedy","Drama",NA,NA,NA,NA
"3003",2012,793352,NA,"Drama","Mystery","Thriller",NA,NA,NA
"3004",2007,214202,1.2e+07,"Comedy","Drama","Romance",NA,NA,NA
"3005",2005,195888,2.5e+09,"Crime","Drama","Thriller",NA,NA,NA
"3006",1999,175370,1.2e+07,"Drama","Romance","War",NA,NA,NA
"3007",2009,190666,NA,"Comedy",NA,NA,NA,NA,NA
"3008",2002,NA,7500000,"Comedy","Drama",NA,NA,NA,NA
"3009",2009,119922,1.2e+07,"Mystery","Romance","Sci-Fi","Thriller",NA,NA
"3010",2015,177343675,1.35e+08,"Drama","History","War",NA,NA,NA
"3011",2011,NA,NA,"Adventure","Animation","Comedy","Family","Fantasy","Sci-Fi"
"3012",2010,NA,1.2e+07,"Action","Adventure","Animation","Comedy","Family",NA
"3013",2011,17149,2e+07,"Action","Adventure","Drama","Sci-Fi",NA,NA
"3014",2009,NA,1.2e+07,"Action","Drama","War",NA,NA,NA
"3015",2015,14616,1.2e+07,"Fantasy","Mystery","Thriller",NA,NA,NA
"3016",2014,91443253,1.2e+07,"Drama",NA,NA,NA,NA,NA
"3017",2000,30093107,6e+06,"Biography","Drama",NA,NA,NA,NA
"3018",2015,NA,1.2e+07,"Comedy","Crime",NA,NA,NA,NA
"3019",1989,57469179,11500000,"Family","Musical",NA,NA,NA,NA
"3020",1993,48856,11900000,"Fantasy","Horror",NA,NA,NA,NA
"3021",2009,NA,11500000,"Drama",NA,NA,NA,NA,NA
"3022",2015,NA,1.2e+07,"Drama","Thriller",NA,NA,NA,NA
"3023",1984,148170000,1.1e+07,"Drama",NA,NA,NA,NA,NA
"3024",1977,460935665,1.1e+07,"Comedy","Fantasy","Horror",NA,NA,NA
"3025",2016,35537564,11500000,"Action","Adventure","Fantasy","Sci-Fi",NA,NA
"3026",1965,111722000,1.1e+07,"Comedy",NA,NA,NA,NA,NA
"3027",2014,10230,NA,"Drama","Romance","War",NA,NA,NA
"3028",2008,90556401,1.1e+07,"Adventure","Crime","Drama","Mystery","Thriller",NA
"3029",2010,93571803,2.5e+07,"Comedy","Drama","Family","Music","Musical","Romance"
"3030",2006,72755517,NA,"Biography","Drama","Sport",NA,NA,NA
"3031",1992,52929168,1.1e+07,"Action","Comedy","Documentary",NA,NA,NA
"3032",2014,50461335,1.1e+07,"Comedy","Crime",NA,NA,NA,NA
"3033",2014,NA,1.2e+07,"Drama","Fantasy","Music","Romance",NA,NA
"3034",1989,49797148,1.1e+07,"Action","Comedy","Crime",NA,NA,NA
"3035",2007,NA,13500000,"Comedy","Sport",NA,NA,NA,NA
"3036",2002,46563158,1.3e+07,"Comedy",NA,NA,NA,NA,NA
"3037",2002,41227069,1.1e+07,"Crime","Thriller",NA,NA,NA,NA
"3038",1995,39025000,1.1e+07,"Drama","Romance",NA,NA,NA,NA
"3039",1999,38201895,10500000,"Crime","Drama",NA,NA,NA,NA
"3040",2009,27669413,1.1e+07,"Drama","Romance",NA,NA,NA,NA
"3041",1981,NA,1.1e+07,"Horror","Mystery",NA,NA,NA,NA
"3042",2008,37766350,1.1e+07,"Comedy",NA,NA,NA,NA,NA
"3043",2001,23978402,1.1e+07,"Drama",NA,NA,NA,NA,NA
"3044",1992,21370057,1.2e+07,"Comedy","Crime",NA,NA,NA,NA
"3045",1978,NA,1.1e+07,"Crime","Drama","Thriller",NA,NA,NA
"3046",1986,4884663,1.2e+07,"Drama",NA,NA,NA,NA,NA
"3047",2015,38317535,1.1e+07,"Horror","Sci-Fi",NA,NA,NA,NA
"3048",1975,NA,1.1e+07,"Drama","Romance",NA,NA,NA,NA
"3049",2001,13903262,1.1e+07,"Adventure","Drama","History","War",NA,NA
"3050",2000,13592872,1.1e+07,"Comedy","Sport",NA,NA,NA,NA
"3051",2012,18381787,1.1e+07,"Comedy",NA,NA,NA,NA,NA
"3052",2001,13558739,1.1e+07,"Comedy","Drama",NA,NA,NA,NA
"3053",2001,13103828,1.1e+07,"Comedy",NA,NA,NA,NA,NA
"3054",2015,33305037,1.1e+07,"Crime","Drama","Thriller",NA,NA,NA
"3055",2004,10214647,1.1e+07,"Biography","Drama","History",NA,NA,NA
"3056",1992,11501093,1.3e+07,"Biography","Drama",NA,NA,NA,NA
"3057",2002,4814244,1.1e+07,"Comedy","Fantasy","Horror",NA,NA,NA
"3058",1993,9170214,1.1e+07,"Comedy","Romance",NA,NA,NA,NA
"3059",2003,4068087,1.7e+07,"Drama","Romance",NA,NA,NA,NA
"3060",2004,3753806,1.1e+07,"Biography","Drama","History",NA,NA,NA
"3061",2002,3034181,1.1e+07,"Crime","Drama",NA,NA,NA,NA
"3062",1995,2832826,1.1e+07,"Comedy","Music","Romance",NA,NA,NA
"3063",2013,13214255,1.1e+07,"Comedy","Drama","Romance",NA,NA,NA
"3064",2001,16017403,5e+06,"Drama","Music",NA,NA,NA,NA
"3065",1991,2807854,1.1e+07,"Drama","Romance","Thriller",NA,NA,NA
"3066",1970,NA,1.1e+07,"Adventure","Drama","Romance",NA,NA,NA
"3067",2005,540085,NA,"Drama","History",NA,NA,NA,NA
"3068",2006,352786,1.1e+07,"Comedy","Musical","Romance",NA,NA,NA
"3069",1982,76600000,10700000,"Biography","Drama","Music",NA,NA,NA
"3070",2010,NA,1.2e+07,"Fantasy","Horror",NA,NA,NA,NA
"3071",2008,56729973,10800000,"Crime","Drama","Thriller",NA,NA,NA
"3072",1969,NA,NA,"Horror","Mystery",NA,NA,NA,NA
"3073",2012,NA,1.1e+07,"Crime","Drama","Thriller",NA,NA,NA
"3074",2006,399879,1.5e+07,"Comedy","Drama","Romance",NA,NA,NA
"3075",2006,3275443,7e+08,"Crime","Drama","Mystery","Thriller",NA,NA
"3076",1999,18535191,1.4e+07,"Drama",NA,NA,NA,NA,NA
"3077",2013,23838,7e+06,"Comedy","Romance",NA,NA,NA,NA
"3078",2002,22160085,10600000,"Horror","Sci-Fi","Thriller",NA,NA,NA
"3079",1968,56715371,1.2e+07,"Horror",NA,NA,NA,NA,NA
"3080",1982,434949459,10500000,"Adventure","Mystery","Sci-Fi",NA,NA,NA
"3081",2007,11043445,1e+07,"Family","Sci-Fi",NA,NA,NA,NA
"3082",2004,NA,12500000,"Comedy","Drama","Romance",NA,NA,NA
"3083",1994,125169,10500000,"Adventure","Drama",NA,NA,NA,NA
"3084",NA,NA,NA,"Comedy","Drama",NA,NA,NA,NA
"3085",2010,1165104,NA,"Comedy",NA,NA,NA,NA,NA
"3086",2007,1066555,1.1e+07,"Comedy",NA,NA,NA,NA,NA
"3087",2012,5669081,10818775,"Drama","History","Romance","Western",NA,NA
"3088",2014,NA,1.1e+07,"Drama","History","War",NA,NA,NA
"3089",1997,138339411,1e+07,"Comedy","Drama","Music",NA,NA,NA
"3090",2016,NA,1.1e+07,"Drama",NA,NA,NA,NA,NA
"3091",2006,80150343,1e+07,"Drama","Thriller",NA,NA,NA,NA
"3092",1981,85300000,1e+07,"Horror","Mystery",NA,NA,NA,NA
"3093",2000,68353550,1e+07,"Action","Comedy","War",NA,NA,NA
"3094",2016,78845130,1e+07,"Comedy","Sport",NA,NA,NA,NA
"3095",1999,63319509,1e+07,"Action","Horror","Sci-Fi","Thriller",NA,NA
"3096",2009,47536959,1e+07,"Comedy","Romance",NA,NA,NA,NA
"3097",2007,63270259,1e+07,"Drama",NA,NA,NA,NA,NA
"3098",2005,55865715,1e+07,"Horror","Mystery",NA,NA,NA,NA
"3099",2006,63231524,6e+06,"Drama","Horror","Mystery","Thriller",NA,NA
"3100",1986,52293982,13800000,"Comedy","Drama","Romance",NA,NA,NA
"3101",1962,NA,1e+07,"Drama","Sport",NA,NA,NA,NA
"3102",1992,50752337,1e+07,"Action","Drama","History","War",NA,NA
"3103",2004,110175871,1e+07,"Comedy","Drama","Family","Sport",NA,NA
"3104",1996,38624000,1.2e+07,"Horror","Mystery","Thriller",NA,NA,NA
"3105",2001,37470017,1e+07,"Comedy","Sport",NA,NA,NA,NA
"3106",1989,40485039,1e+07,"Horror","Mystery",NA,NA,NA,NA
"3107",1968,16800000,1e+07,"Adventure","Comedy","Music","Sci-Fi",NA,NA
